"[""Suivi de l '#épidémie d' #Ebola en #RDC au 14 janvier 2020 https://t.co/YXSt8WD5jG"", datetime.datetime(2020, 1, 15, 11, 30, 11)]"
"[""Zones de santé les plus affectées par l'#épidémie d '#Ebola en #RDC et nombre de #vaccinations  effectuées. https://t.co/6nAkC7lMSH"", datetime.datetime(2020, 1, 15, 11, 28, 34)]"
"['Great example of looking for innovative ways to engage communities - different solutions for different contexts… https://t.co/TZzRQfpATN', datetime.datetime(2020, 1, 15, 11, 22, 37)]"
"[""#Ebola10_RDC Situation épidémiologique du 14 Janvier 2020 avec les données collectées jusqu'au 13.01.2020 👇🏾\n\n➡… https://t.co/Zi1gCZpbHV"", datetime.datetime(2020, 1, 15, 11, 22, 9)]"
"[""Cumul des cas d '#Ebola en #RDC au 13 janvier 2020 https://t.co/IL1PGM38UV"", datetime.datetime(2020, 1, 15, 11, 22, 3)]"
"[""Suivi de l '#épidémie d'#Ebola en #RDC au 14 janvier 2020 https://t.co/bHaeaDTUgT"", datetime.datetime(2020, 1, 15, 11, 21, 14)]"
"['Human activities link fruit bat presence to #Ebola outbreaks. #Deforestation alter natural circulation of viruses a… https://t.co/sGK2Vouzf3', datetime.datetime(2020, 1, 15, 10, 47, 54)]"
"['@PaolaSacchi3 @panorama_it @MaleEdizioni @stefaniacraxi si parla di visione politica in grande. non dei microbi che… https://t.co/OuJ9ugoahW', datetime.datetime(2020, 1, 15, 10, 41, 6)]"
"['Bwanasura Health zone in #Komanda. @fabrice_kano @WHO #RCCE in discussion with #Ebola Survivors. There are lot of n… https://t.co/UvMeqxDO5p', datetime.datetime(2020, 1, 15, 10, 25, 26)]"
"['Sono 66 i #farmaci autorizzati Ema 2019, 30 nuovi principi attivi | 7 farmaci per #MalattieRare, 5 #biosimilari, 1… https://t.co/UzXhb1IQDa', datetime.datetime(2020, 1, 15, 10, 23, 47)]"
"['ifrc: Meet the moto-taxi drivers 🏍️ who are critical responders to the #Ebola outbreak in #DRCongo. https://t.co/fo4w3B38qv', datetime.datetime(2020, 1, 15, 10, 22, 2)]"
"['All my solidarity and thoughts to our brave #RedCross @crrdc1 volunteers injured in #DRCongo. Community engagement… https://t.co/jS2V7jgMmI', datetime.datetime(2020, 1, 15, 10, 12, 39)]"
"['5 new conformed #Ebola cases in DRC yesterday. Highest we have had in the new year https://t.co/BWbDq3HA4G', datetime.datetime(2020, 1, 15, 10, 7, 22)]"
"['Trust is something that we need to nurture everyday and it takes time in communities that have lost trust in the hu… https://t.co/0vS3JSrZi3', datetime.datetime(2020, 1, 15, 9, 43, 44)]"
"['[#SEANCE #video] Paradigme et paradoxe de la coopération en « #santémondiale » : de la #pandémie de #sida à l’… https://t.co/SefkLkFw7I', datetime.datetime(2020, 1, 15, 9, 17, 46)]"
"['There were 5 #Ebola cases reported on Monday &amp; 1 death. The outbreak totals are now 3403 cases &amp; 2236 deaths. https://t.co/DDZTzcrh61', datetime.datetime(2020, 1, 15, 9, 10, 48)]"
"[""Jophet a survécu à #Ebola, mais a perdu son fils, sa femme et sa mère à cause de la maladie. Il s'occupe maintenant… https://t.co/xMj27L7Dcv"", datetime.datetime(2020, 1, 15, 9, 7, 50)]"
"['Les enseignants sont également mis à contribution pour renforcer les messages clés liés aux bonnes pratiques face a… https://t.co/38PElSMM2O', datetime.datetime(2020, 1, 15, 9, 6, 42)]"
"['Ratisser large dans les rues &amp; quartiers pour ne pas laisser les enfants abandonnés derrière. A Ngongolio, un quart… https://t.co/z5K9fbnT3A', datetime.datetime(2020, 1, 15, 9, 6, 32)]"
"['Every single burial carries risks of #Ebola infection &amp; attacks. But our volunteers stay the course. They have done… https://t.co/uckhjNSCgj', datetime.datetime(2020, 1, 15, 9, 4, 43)]"
"['‘Against all odds’: The inside story of how scientists across three continents produced an #Ebola #vaccine… https://t.co/d4E24r5x0U', datetime.datetime(2020, 1, 15, 9, 1)]"
"['In a recent article @Sulaima27235281 tells us about his experiences during the Sierra Leone #Ebola outbreak and how… https://t.co/f3SfRL6DIt', datetime.datetime(2020, 1, 15, 8, 40, 5)]"
"['Plus linked Comment: Safety and immunogenicity of vesicular stomatitis virus-based vaccines for #Ebola virus disease https://t.co/K4WQYebdD1', datetime.datetime(2020, 1, 15, 8, 32, 2)]"
"['New online: Safety and immunogenicity of a highly attenuated rVSVN4CT1-EBOVGP1 #Ebola virus vaccine: a randomised,… https://t.co/qq18wqHDUZ', datetime.datetime(2020, 1, 15, 8, 32, 2)]"
"['Two Red Cross volunteers were injured following an attack while conducting a burial outside of Mambasa, #DRCongo.… https://t.co/jARo3ldo3D', datetime.datetime(2020, 1, 15, 8, 10, 44)]"
"[""@karinagould you're welcome in #DRC but I wish you take your time to meet with another crew working in the response… https://t.co/aEl6ls5sTW"", datetime.datetime(2020, 1, 15, 8, 2, 44)]"
"['La enfermedad X podría matar a millones - advertencia de Bill Gates\nLa guerra NUCLEAR no es la mayor https://t.co/66T3BG0NTH #ebola', datetime.datetime(2020, 1, 15, 8, 0, 40)]"
"['A 9h10 TU sur @RFI nous parlons des 2 #épidémies qui sévissent actuellement en #RDC : #rougeole et #Ebola. RDV sur… https://t.co/0xwohrtLly', datetime.datetime(2020, 1, 15, 8, 0)]"
"['#8forces #vaccine #ebola ‘Against all odds’: The inside story of how scientists across three continents produced an… https://t.co/UajhXxb3Zy', datetime.datetime(2020, 1, 15, 7, 1, 35)]"
"['#RDC #Ebola https://t.co/wyFvD516RD', datetime.datetime(2020, 1, 15, 6, 46, 49)]"
"['Read about the latest events in sub-Saharan Africa:\n\nhttps://t.co/7wHXNzvPOA\n\n#Museveni #Gnassingbé #ECOWAS #Orange… https://t.co/ovqwmvJRTu', datetime.datetime(2020, 1, 15, 6, 40, 43)]"
"[""#ebola  tu nunca va hacer feliz , son maricones , #np field my own let me Li's"", datetime.datetime(2020, 1, 15, 6, 37, 28)]"
"['Day 8: PPE day! Our participants went through a little simulation at Naguru Hospital, about dealing with suspected… https://t.co/ZJSnNenuN7', datetime.datetime(2020, 1, 15, 6, 34, 8)]"
"[""Mise à jour #Ebola #RDC (provinces d'Ituri, N Kivu &amp; S Kivu) au 14 janvier; données du 13 jan 2020. Cinq (5) nouvea… https://t.co/hpgF5gdIqn"", datetime.datetime(2020, 1, 15, 6, 32, 43)]"
"['@JeanClaudekat2 C qui inquiète c lorsque c verbiages sortent de quelqu’un qui s’appelle défenseur d droits d l’homm… https://t.co/Lu3oKNpx8d', datetime.datetime(2020, 1, 15, 6, 30, 32)]"
"['La Enfermedad X necesita investigación urgente como el Ébola 2019\nLas enfermedades virales son una de las https://t.co/S0cEP9nWUK #ebola', datetime.datetime(2020, 1, 15, 5, 30, 32)]"
"['Terrific discussion on #GettingtoZeroBook @gatesfoundation in beautiful (snowy!) Seattle yesterday. Big thanks to… https://t.co/SpFuY0wMxb', datetime.datetime(2020, 1, 15, 5, 0, 57)]"
"['BIG JUCIY #FAX\n\n#BattleMemesByOmari #HeyItsOmariPlzBeMyFanCuzImLonely #Kamehameha #Fusions #Gods #Oxygen #Niggadick… https://t.co/fLHvGm3h27', datetime.datetime(2020, 1, 15, 4, 54, 31)]"
"['.@EBioMedicine Pharmacokinetics of TKM-130803 in #SierraLeone  patients with #Ebola virus disease:  plasma concentr… https://t.co/29BoLCN3hY', datetime.datetime(2020, 1, 15, 4, 41, 33)]"
"['.@WHOAFRO  Democratic Republic of Congo: #Ebola Virus Disease - External Situation Report 75  #DRC… https://t.co/ki3nchWeqc', datetime.datetime(2020, 1, 15, 4, 22, 40)]"
"['.@TheLancetInfDis Lancet Infect Dis: Safety and immunogenicity of a highly attenuated rVSVN4CT1-EBOVGP1 #Ebola viru… https://t.co/z8lg50yHZW', datetime.datetime(2020, 1, 15, 4, 18, 48)]"
"['🇨🇩 Together, we are making a difference in the fight against #Ebola in the #DRC. \n\nSince the beginning of the outbr… https://t.co/Fq2Hw1dp5G', datetime.datetime(2020, 1, 15, 3, 58, 1)]"
"['@amymaxmen Some parallels to the #Ebola response? People/communities lacking information and feeling powerless in t… https://t.co/JfiYVBI3fV', datetime.datetime(2020, 1, 15, 3, 55, 20)]"
"['Book - Lest We Forget: A Doctor’s Experience with Life and Death During the #Ebola Outbreak https://t.co/8NpbDu8GCu HT @KwanKew', datetime.datetime(2020, 1, 15, 3, 45, 3)]"
"['""Pour l\'équipe d\'intervention, la crise concernait Ebola, tandis que pour la population, elle concernait la tombe v… https://t.co/GBXfBWyJ18', datetime.datetime(2020, 1, 15, 3, 3, 21)]"
"['""For the response team, the crisis was about Ebola, but for village members it was about the empty grave.""\n\nWhy it… https://t.co/vxWWcdEptn', datetime.datetime(2020, 1, 15, 3, 1, 54)]"
"[""An #Ebola patient treated in the U.S. chose to remain anonymous. Now he's telling his story. https://t.co/wTjpDHiux2 via @rtdnews"", datetime.datetime(2020, 1, 15, 1, 19)]"
"['SO I COULD SEE #BILLGATES THE #JEFFYEPSTIENS SUPPORTER BEING CHUMMY W CROUPT #ADAMSHCIFF BUT BILL IS AINT… https://t.co/Nya1YILlkz', datetime.datetime(2020, 1, 15, 0, 45, 3)]"
"['Poster 55 from 4:15-5:15 on Tuesday 28Jan. Happy to talk about #ebola #virus #replication and minigenomes', datetime.datetime(2020, 1, 15, 0, 3, 19)]"
"['Jan 13, 2020 #Ebola @MinSanteRDC \n•Since start of epidemic, cumulative cases 3,398: 3,280 confirmed 118 probable.… https://t.co/co4UKhJ8Ig', datetime.datetime(2020, 1, 14, 23, 21, 5)]"
"['@amazon prime expands to #ebola! https://t.co/777Qm1W0RB', datetime.datetime(2020, 1, 14, 23, 6, 58)]"
"['The work of @WHO teams won’t stop until #Ebola epidemic ends. Teams are out every day calling on households in the… https://t.co/pXan98EosU', datetime.datetime(2020, 1, 14, 22, 27, 43)]"
"['2. There were 3 cases reported on Sunday, no deaths. I see from the @WHOAFRO #Ebola dashboard that there were 5 cas… https://t.co/7QNMY8IBAq', datetime.datetime(2020, 1, 14, 21, 37, 7)]"
"['1. #Ebola update: \nResponse workers were attacked yesterday at Bandibwame, which I take it is in Lolwa health zone… https://t.co/Z8vq074zOy', datetime.datetime(2020, 1, 14, 21, 37, 6)]"
"['Mike Elgan Thanks for following me. My fb: https://t.co/uS667xjdMz. Visit and ""Like"" if you like. #civilwar #ebola #history', datetime.datetime(2020, 1, 14, 21, 11, 14)]"
"[""So this is where I've been for the last few weeks!Privileged to be part of the #JnJ #Ebola vaccine trial in #Goma.H… https://t.co/xY20RVxE3S"", datetime.datetime(2020, 1, 14, 21, 7, 38)]"
"['#SocialMedia and disaster management: Case of the north and south Kivu regions in the Democratic Republic of the Co… https://t.co/oVxXOs9t0F', datetime.datetime(2020, 1, 14, 20, 56, 7)]"
"['NEWS SCAN: More #Ebola in DRC; #H3N2 #flu susceptibility https://t.co/XnFCNsAq19 #influenza', datetime.datetime(2020, 1, 14, 20, 19, 13)]"
"[""Dans les communautés locales de #Beni #RDC, la vigilance citoyenne, le suivi quotidien des contacts à risque d'… https://t.co/qLPsC1GH7b"", datetime.datetime(2020, 1, 14, 19, 54, 9)]"
"['Ebola drugs trial raises prospect of cure for deadly disease\nFinancial Times - 13 AUG 2019\n\nIn a trial conducted si… https://t.co/ZpY0Zm7bU7', datetime.datetime(2020, 1, 14, 19, 41, 52)]"
"['OMG. #DRC #Ebola https://t.co/6aklvV7bzE', datetime.datetime(2020, 1, 14, 19, 39, 15)]"
"['@CDCgov @WYMT we are hearing people say that there are confirmed cases of #Ebola being reported in #BarbourvilleKY… https://t.co/MzYonIzTkc', datetime.datetime(2020, 1, 14, 19, 38, 22)]"
"['Dr. Ian Crozier survived #Ebola virus disease &amp; now works with #FredNatLab connecting patient bedside &amp; laboratory… https://t.co/CzGjasmP0v', datetime.datetime(2020, 1, 14, 19, 24, 1)]"
"['An #Ebola #vaccine used to be a pipe dream — until the tireless work of scientists around the world made it a reali… https://t.co/H3jrgfIieS', datetime.datetime(2020, 1, 14, 18, 40, 3)]"
"['#AFROWeekly Health Emergencies Bulletin Week 2/2020 is out. @WHOAFRO monitored 68 health emergency events in… https://t.co/GU5olUM997', datetime.datetime(2020, 1, 14, 18, 32, 42)]"
"['In Congo zijn ondertussen *6000* peuters overleden aan de Mazelen, dat is bijna 3x zo veel als het totaal aantal EB… https://t.co/kX4A8MEGIF', datetime.datetime(2020, 1, 14, 18, 22, 2)]"
"['Happy New Year! First #podcast of the year is up now. We talk about the big #science stories of 2019 and look ahead… https://t.co/DAxt8j2Xt4', datetime.datetime(2020, 1, 14, 18, 13, 51)]"
"[""Don't forget your #FDA approved #Ebola vaccine with your next flu shot. Because science is settled and vaccines are… https://t.co/APJjZU5R2K"", datetime.datetime(2020, 1, 14, 18, 10, 16)]"
"['Ebola vaccine approved by FDA, 100% effective in preventing Ebola.\n\n#science #FDA #ebola #virus #virology… https://t.co/LvXSTkz7XU', datetime.datetime(2020, 1, 14, 17, 19, 56)]"
"['Well this is an interesting development. #Ebola #WUT 😳😳😳😷🚑🚨\U0001f9a0💉❌🆘📢', datetime.datetime(2020, 1, 14, 17, 19, 47)]"
"['PREVAC-UP: The Partnership for Research on Ebola Vaccination extends follow-up https://t.co/hQW20PDPTg via… https://t.co/0afEqJfeg8', datetime.datetime(2020, 1, 14, 17, 19, 8)]"
"['DRC #Ebola: 5 new cases on January 13, 3,403 total https://t.co/BOKFW1OCuo', datetime.datetime(2020, 1, 14, 17, 16, 4)]"
"[""Dans les communautés locales de #Beni #RDC, la vigilance citoyenne, le suivi quotidien des contacts à risque d'… https://t.co/UqQjucwD9z"", datetime.datetime(2020, 1, 14, 17, 9, 17)]"
"['New Free Associations #podcast #episode: Matt, Chris, and Jen examine a study on new treatments for #Ebola, they di… https://t.co/4hBB3txKjK', datetime.datetime(2020, 1, 14, 16, 44, 48)]"
"['Les Forces Alliées Démocratiques groupe #islamiste ougandais ont attaqué sans succès un poste #MINUSCO dans l’… https://t.co/VZt09BtSlT', datetime.datetime(2020, 1, 14, 16, 44, 4)]"
"['#AFROWeekly\xa0Health Emergencies Bulletin Week 2/2020 is out. @WHOAfro monitored 68 health #emergency events in… https://t.co/pLShkjGyw1', datetime.datetime(2020, 1, 14, 16, 15, 54)]"
"['DRC #Ebola: CMRE update, January 13 https://t.co/71DjG8JfQj', datetime.datetime(2020, 1, 14, 15, 38, 23)]"
"['Kahindo is the director of Komanda Primary School in #DRCongo where 3000 students begin their day with lessons on h… https://t.co/0rrh94pjEo', datetime.datetime(2020, 1, 14, 15, 37, 26)]"
"['#Ebola vaccine trail ongoing in #DRC. Great collaborative effort. https://t.co/jtkOZ5JBpe', datetime.datetime(2020, 1, 14, 15, 37, 4)]"
"['PREVAC-UP: The Partnership for Research on Ebola Vaccination extends follow-up and builds research capacity against… https://t.co/CVoqZRTKzC', datetime.datetime(2020, 1, 14, 15, 36, 52)]"
"['The CUBE makes it possible for health workers to safely provide more intensive care to #Ebola patients. Watch Dr. K… https://t.co/HzT1TxRTZ9', datetime.datetime(2020, 1, 14, 15, 34, 41)]"
"['Min Gould toured @WHO’s Africa Regional Office today. The Centre helps to promote health &amp; coordinate responses to… https://t.co/lko2fZQ3yU', datetime.datetime(2020, 1, 14, 15, 20, 35)]"
"['Opened Special Issue ""Vaccines for Ebola Virus and Related Diseases"" by Guest Editor Prof. David A. Schwartz. Recei… https://t.co/WZFzJi11AM', datetime.datetime(2020, 1, 14, 15, 19, 46)]"
"[""Aujourd'hui, la min. Gould a visité le bureau africain de l'@OMS, qui promeut la santé et coordonne les réponses au… https://t.co/1xZgx6Xbs0"", datetime.datetime(2020, 1, 14, 15, 19, 9)]"
"[""Check out Prof Lokesh Joshi's article for @rte discussing how @nuigalway based start-up Aquila Bioscience hope to h… https://t.co/mVUrhpVYY8"", datetime.datetime(2020, 1, 14, 15, 14, 12)]"
"['#Ituri : 4 blessés dans une attaque des équipes de la riposte contre #Ebola par « la communauté » à #Bandibwame… https://t.co/1J2D11w0VZ', datetime.datetime(2020, 1, 14, 15, 9, 12)]"
"['#Pandemic Threats and Health #Emergencies \nNews Pouch 14 January 2020 \nHighlights latest research and policy articl… https://t.co/sFyroAwbn2', datetime.datetime(2020, 1, 14, 14, 42, 4)]"
"['Latest figures show DRC Ebola outbreak is second biggest on record\nhttps://t.co/jnilZxcz2n\n#DRC #Ebola https://t.co/X9Y4oZAgiH', datetime.datetime(2020, 1, 14, 14, 39, 48)]"
"['The #Democratic Republic of Congo (DRC) is grappling with the world’s second biggest #Ebola outbreak on record, the… https://t.co/AoT7JTcW0A', datetime.datetime(2020, 1, 14, 14, 15)]"
"['‘Against all odds’: The inside story of how scientists across three continents produced an #Ebola #vaccine. https://t.co/wxaooqbwls', datetime.datetime(2020, 1, 14, 14, 10, 6)]"
"['Moving Conversations and Relationships into Action!  https://t.co/Biq6MnCRye $GOVX #HIV #lassa #ebola #malaria #IO… https://t.co/Wbf7J822y4', datetime.datetime(2020, 1, 14, 14, 10, 3)]"
"['Lutte contre la maladie à #virus #Ebola           https://t.co/QEUJuB4Xrz', datetime.datetime(2020, 1, 14, 13, 50, 10)]"
"[""@cstambul @Validamentre Cristo si è fermato CON l'#ebola!"", datetime.datetime(2020, 1, 14, 13, 38, 54)]"
"['Im @dlfkultur: Historiker Hubertus Büschel zur Geschichte der #Entwicklungszusammenarbeit. +++ Budget für @BNITM_de… https://t.co/GitOp8jTuJ', datetime.datetime(2020, 1, 14, 13, 33, 40)]"
"['GeoVax is seeking collaborations for the next steps with HIV and other infectious disease vaccine candidates.… https://t.co/8e2VrdBDCM', datetime.datetime(2020, 1, 14, 13, 30, 4)]"
"['@sono_farmaci @Validamentre E poi... “Cristo si è fermato a #Ebola”', datetime.datetime(2020, 1, 14, 13, 24, 6)]"
"['#Houston #Health #Museum eye-opening conversation on the harrowing accounts of the #Ebola outbreak in African… https://t.co/IMpGYLNEg4', datetime.datetime(2020, 1, 14, 13, 21, 44)]"
"[""#RDC #ITURI Quatre blessés dont deux graves bilan d'une attaqué  des hommes armés non identifiés contre une équipe… https://t.co/HztWEZxdJu"", datetime.datetime(2020, 1, 14, 13, 21, 22)]"
"['ongoing crisis highlights urgent need to develop safe, effective #vaccines against #Ebola. goal has been priority f… https://t.co/9wghu8eFW0', datetime.datetime(2020, 1, 14, 13, 5, 36)]"
"['Here are ten big moments that will stick with us—and could continue to shape #TheFutureOf health for us all &gt;&gt;… https://t.co/CrDh0MsM5j', datetime.datetime(2020, 1, 14, 13, 0, 51)]"
"['“I explain that people are often [#Ebola] vaccinated without consent...[WHO press officer] replies that they must h… https://t.co/VvLJ1Iustw', datetime.datetime(2020, 1, 14, 13, 0, 11)]"
"[""L'@IOMBurundi en collaboration avec le @mspls_bdi avec le soutien de @DFID_UK\n @JapanGov\n &amp; @UEauBurundi\na organisé… https://t.co/z0GQuvc01i"", datetime.datetime(2020, 1, 14, 12, 49, 33)]"
"['Buried alive: lessons from #Haitiearthquake \u2066@baltimoresun\u2069 #disasterresponse #Ebola #malaria #Haiti  https://t.co/szjw4jaXCi', datetime.datetime(2020, 1, 14, 12, 34, 24)]"
"['#Ebola #EbolaDRC #EBOV in the DRC: 410 suspected/3398 total confirmed &amp; probable cases (118 probable/3280 confirmed… https://t.co/7ssLaeVvuS', datetime.datetime(2020, 1, 14, 12, 9, 3)]"
"[""L'épidémie de la maladie à virus #Ebola n'est pas encore terminée. Nos équipes travaillent chaq jr &amp; visitent les m… https://t.co/DaJW1G0paC"", datetime.datetime(2020, 1, 14, 12, 0, 15)]"
"[""#Burundi @MuyingaProvince  au point d'entrée de suveillance #Ebola en commune #butihinda, frontière #Kobero, les in… https://t.co/4GhC5RTXc6"", datetime.datetime(2020, 1, 14, 11, 51, 9)]"
"['Great to host Hon Karina Gould, Canada’s Minister for International Development in the SHOC room, our emergencies n… https://t.co/2izqAnGAXP', datetime.datetime(2020, 1, 14, 11, 50, 16)]"
"[""@HelenBranswell: At start of the 2018 #DRC outbreak we had #Ebola #vaccine. Why didn't @WHO role it out en masse? W… https://t.co/Mv37VzE1Cz"", datetime.datetime(2020, 1, 14, 11, 42, 51)]"
"['#Ebola « Pourquoi ça ne finit pas ? » : l’inquiétude monte après la réapparition du virus dans des localités de l’e… https://t.co/QqEm3IPLG9', datetime.datetime(2020, 1, 14, 11, 35, 32)]"
"['Looking at total health ODA spend in Sierra Leone only tiny fraction in health workforce development and this has d… https://t.co/koAn4TqUca', datetime.datetime(2020, 1, 14, 11, 34, 42)]"
"['#RDC #Canada La ministre Gould, sera en #RC et en #RDCongo cette semaine pour travailler avec les partenaires du Ca… https://t.co/ffctWpc53W', datetime.datetime(2020, 1, 14, 11, 32, 11)]"
"['Pour ceux qui ont aimé #Chernobyl, le drama scientifico-catastrophe #TheHotZone est très fort aussi, et bien trop s… https://t.co/0FF80y2pBy', datetime.datetime(2020, 1, 14, 11, 19, 55)]"
"['@ShPublicHealth Answering your own question: Many #Africans continue to die from preventable diseases (#Ebola,… https://t.co/g9PxgSryoH', datetime.datetime(2020, 1, 14, 11, 9, 2)]"
"['#ebola , How do you make a corner move ? Antarctic continent', datetime.datetime(2020, 1, 14, 10, 23, 11)]"
"['""Medical professionals need to find a way to counter the anti-vaccine media empire by mounting a vigorous pro-vacci… https://t.co/8O4gikx6A0', datetime.datetime(2020, 1, 14, 10, 6, 45)]"
"[""Check out the @Cardno  @P4_Project's video gallery. It highlights activities leading to better public health outcom… https://t.co/kwJtmfpY4P"", datetime.datetime(2020, 1, 14, 10, 5, 4)]"
"['Best written summary of the #Ebola #DRC outbreak I have read. Zero hubris. Add in the additional missteps by the go… https://t.co/chJyUmEYtJ', datetime.datetime(2020, 1, 14, 9, 51, 50)]"
"[""Grâce au soutien de @DFID_UK @JapanGov &amp; @UEauBurundi, la semaine dernière l'OIM a collaboré avec @mspls_bdi pour m… https://t.co/cXjE5ZJhR9"", datetime.datetime(2020, 1, 14, 9, 15, 47)]"
"[""Bien que #Ebola fait des morts, croire à son existence n'est pas facile pour certains habitants. @OMSRDCONGO… https://t.co/Zs9TJPgQSE"", datetime.datetime(2020, 1, 14, 9, 1, 57)]"
"['En 2020, 16 meses después del inicio del brote de #ebola en el #Congo , el virus sigue muy presente. Ya van 2.232 m… https://t.co/vHgdmE8DpI', datetime.datetime(2020, 1, 14, 8, 51, 28)]"
"['🇨🇩 | El #ébola sigue muy presente en la República Democrática del Congo.\n\n👤 @Evissx\n\nhttps://t.co/3JjEbCKODH https://t.co/NWGewSlcQi', datetime.datetime(2020, 1, 14, 8, 48, 45)]"
"[""Suivi de l '#épidémie d' #Ebola en #RDC au 13 janvier 2020 \nhttps://t.co/NLTCOK8uQg"", datetime.datetime(2020, 1, 14, 8, 32, 29)]"
"[""Suivi de l '#épidémie d' #Ebola en #RDC au 13 janvier 2020 https://t.co/eqDqub57q1"", datetime.datetime(2020, 1, 14, 8, 31, 39)]"
"['So utterly #humlbed to support this incredible human being @MandewaCole and his team @TheLNP A true inspiration - w… https://t.co/wNQxB5MLpB', datetime.datetime(2020, 1, 14, 8, 31, 8)]"
"['#vaccination contre #Ebola en #RDC https://t.co/2L0R7NaVAG', datetime.datetime(2020, 1, 14, 8, 29, 9)]"
"[""Zones de santé les plus affectées par l'#épidémie d'#Ebola en #RDC https://t.co/ecoFE79rVg"", datetime.datetime(2020, 1, 14, 8, 28, 35)]"
"[""Suivi de l '#épidémie d' #Ebola en #RDC au 13 janvier 2020 https://t.co/TntGK9Bxxv"", datetime.datetime(2020, 1, 14, 8, 25, 41)]"
"[""#Ebola10_RDC Situation épidémiologique du 13 Janvier 2020 avec les données collectées jusqu'au 12.01.2020 👇🏾\n\n➡… https://t.co/MuCcPdKlsL"", datetime.datetime(2020, 1, 14, 8, 23, 43)]"
"['Can We Reach 75 Followers for this Account Please\n#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely… https://t.co/3THCZV95Yo', datetime.datetime(2020, 1, 14, 7, 38, 36)]"
"['14/01/2019 The fight against #Ebola virus  continues , the staff of @KinihiraProvin1 were reminded about how to to… https://t.co/wdQY5NmQnA', datetime.datetime(2020, 1, 14, 7, 27, 17)]"
"['#RDCongo #Ebola : 3 nouveaux cas enregistrés à Beni après une période d’un mois sans cas positif\nhttps://t.co/LHpB6g9FAC', datetime.datetime(2020, 1, 14, 6, 40, 14)]"
"['#Ebola #DRC #youthinvolvement https://t.co/R0CcYKCdA7', datetime.datetime(2020, 1, 14, 6, 32, 42)]"
"[""Tout de même, aucune nouvelle province ni zone de santé n’a rapporté un nouveau cas confirmé ou probable d'#Ebola.… https://t.co/6FryzRfvVk"", datetime.datetime(2020, 1, 14, 6, 10, 4)]"
"['Une nouvelle aire de santé (AS) a rapporté un cas confirmé de la maladie à virus #Ebola dans la zone de santé de Mu… https://t.co/wFMJz2YflR', datetime.datetime(2020, 1, 14, 6, 10, 4)]"
"[""Mise à jour #Ebola #RDC (provinces d'Ituri, N Kivu &amp; S Kivu) au 13 jan; données du 12 jan 2020 incluant le récapitu… https://t.co/NF7cX8JXTw"", datetime.datetime(2020, 1, 14, 6, 10, 1)]"
"['Thanks to the DRC army for rescuing some of our team members who were attacked in Badibwame #DRCongo while supporti… https://t.co/OSkpstr80x', datetime.datetime(2020, 1, 14, 5, 59, 54)]"
"['Sensitizing young people in Butembo #DRCongo on the importance of vaccination as prevention against #Ebola virus in… https://t.co/lXvpNe8upW', datetime.datetime(2020, 1, 14, 5, 53, 21)]"
"['Sensitizing young people in Butembo #DRCongo on the importance of vaccination as prevention against #Ebola virus in… https://t.co/ADPdMlChx8', datetime.datetime(2020, 1, 14, 5, 38, 57)]"
"['Ten days after being in contact with an #Ebola patient, the 22-year old man was intercepted at an #Ebola  checkpoin… https://t.co/K6nLQduJqf', datetime.datetime(2020, 1, 14, 4, 53, 21)]"
"['Ten days after being in contact with an #Ebola patient, the 22-year old man was intercepted at an #Ebola  checkpoin… https://t.co/m0jwOsOs45', datetime.datetime(2020, 1, 14, 4, 14, 12)]"
"['Moving Conversations and Relationships into Action!  https://t.co/jt375rftbh $GOVX #HIV #lassa #ebola #malaria #IO… https://t.co/fzngl5w4LG', datetime.datetime(2020, 1, 14, 3, 31, 1)]"
"['News Scan for Jan 13, 2020 https://t.co/mRF5lpes3r  #Ebola', datetime.datetime(2020, 1, 14, 0, 22, 18)]"
"['PREVAC-UP : L’étude évaluera également l’effet des co-infections, comme la malaria et les helminthes, sur la répons… https://t.co/axdtVLu2zu', datetime.datetime(2020, 1, 14, 0, 17, 12)]"
"['#Ethics case: How should Dr R reconcile the cultural importance of honoring local burial rituals with his obligatio… https://t.co/hd21qXezjd', datetime.datetime(2020, 1, 14, 0, 0)]"
"['Please follow @sl_child to hear about the work with #ebola #orphans in #tombo #SierraLeone @idriselba https://t.co/68YOy9Dag6', datetime.datetime(2020, 1, 13, 22, 50, 1)]"
"['@CIDRAP News Scan for January 13 https://t.co/7k2ayZ4R87 #Ebola #CWD #vaccination #avianflu', datetime.datetime(2020, 1, 13, 22, 43, 44)]"
"[""Couldn't agree more–effective engagement at all levels has been critical to scaling up access to effective #Ebola i… https://t.co/D6JzLWsWz7"", datetime.datetime(2020, 1, 13, 22, 0, 10)]"
"['NEWS SCAN: New DRC #Ebola cases; More #CWD in Minnesota; Mandatory vaccination in Europe; #Avianflu in 3 nations… https://t.co/KlMR2aIUkF', datetime.datetime(2020, 1, 13, 21, 48, 30)]"
"['Great piece on the distrust that permeates the #Congo #Ebola response, and how an anthropologist is trying to turn… https://t.co/v5P9MKkLTG', datetime.datetime(2020, 1, 13, 21, 32, 9)]"
"['13ene2020 #NacionalDSN R.D.#Congo - Seguridad frente a pandemias y epidemias #Ébola https://t.co/XaAUr6CPpd @WHO➡️… https://t.co/QKq6md5d6K', datetime.datetime(2020, 1, 13, 21, 30, 3)]"
